date,name,areaType,code,dailyCases,cumulativeCases,dailyDeaths,cumulativeDeaths
2020-07-16,London,region,E12000007,70.0,34588.0,0.0,
2020-07-16,North East,region,E12000001,15.0,15226.0,0.0,
2020-07-16,North West,region,E12000002,149.0,44142.0,0.0,
2020-07-16,South East,region,E12000008,63.0,34664.0,0.0,
2020-07-16,South West,region,E12000009,27.0,12953.0,0.0,
2020-07-16,West Midlands,region,E12000005,65.0,26193.0,0.0,
2020-07-16,Yorkshire and The Humber,region,E12000003,86.0,30651.0,0.0,
2020-07-15,East Midlands,region,E12000004,113.0,22450.0,0.0,
2020-07-15,East of England,region,E12000006,55.0,24153.0,0.0,
2020-07-15,London,region,E12000007,76.0,34518.0,0.0,
2020-07-15,North East,region,E12000001,16.0,15211.0,0.0,
2020-07-15,North West,region,E12000002,146.0,43993.0,0.0,
2020-07-15,South East,region,E12000008,63.0,34601.0,0.0,
2020-07-15,South West,region,E12000009,17.0,12926.0,0.0,
2020-07-15,West Midlands,region,E12000005,107.0,26128.0,0.0,
2020-07-15,Yorkshire and The Humber,region,E12000003,119.0,30565.0,0.0,
2020-07-14,East Midlands,region,E12000004,89.0,22337.0,0.0,
2020-07-14,East of England,region,E12000006,81.0,24098.0,0.0,
2020-07-14,London,region,E12000007,62.0,34442.0,0.0,
2020-07-14,North East,region,E12000001,12.0,15195.0,0.0,
2020-07-14,North West,region,E12000002,109.0,43847.0,0.0,
2020-07-14,South East,region,E12000008,58.0,34538.0,0.0,
2020-07-14,South West,region,E12000009,19.0,12909.0,0.0,
2020-07-14,West Midlands,region,E12000005,71.0,26021.0,0.0,
2020-07-14,Yorkshire and The Humber,region,E12000003,133.0,30446.0,0.0,
2020-07-13,East Midlands,region,E12000004,105.0,22248.0,0.0,
2020-07-13,East of England,region,E12000006,64.0,24017.0,0.0,
2020-07-13,London,region,E12000007,85.0,34380.0,0.0,
2020-07-13,North East,region,E12000001,8.0,15183.0,0.0,
2020-07-13,North West,region,E12000002,105.0,43738.0,0.0,
2020-07-13,South East,region,E12000008,69.0,34480.0,0.0,
2020-07-13,South West,region,E12000009,18.0,12890.0,0.0,
2020-07-13,West Midlands,region,E12000005,78.0,25950.0,0.0,
2020-07-13,Yorkshire and The Humber,region,E12000003,135.0,30313.0,0.0,
2020-07-12,East Midlands,region,E12000004,46.0,22143.0,0.0,
2020-07-12,East of England,region,E12000006,34.0,23953.0,0.0,
2020-07-12,London,region,E12000007,38.0,34295.0,0.0,
