,ReportingArea,Specimen date,New cases,Cumulative cases
2660,Wrexham,2020-02-04,0,0
2661,Wrexham,2020-02-03,0,0
2662,Wrexham,2020-02-02,0,0
2663,Wrexham,2020-02-01,0,0
2664,Wrexham,2020-01-31,0,0
2665,Wrexham,2020-01-30,0,0
2666,Wrexham,2020-01-29,0,0
2667,Wrexham,2020-01-28,0,0
2668,Wrexham,2020-01-27,0,0
2669,Wrexham,2020-01-26,0,0
2670,Wrexham,2020-01-25,0,0
2671,Wrexham,2020-01-24,0,0
2672,Wrexham,2020-01-23,0,0
2673,Wrexham,2020-01-22,0,0
2674,Wrexham,2020-01-21,0,0
2675,Wrexham,2020-01-20,0,0
2676,Wrexham,2020-01-19,0,0
2677,Wrexham,2020-01-18,0,0
2678,Wrexham,2020-01-17,0,0
2679,Wrexham,2020-01-16,0,0
2680,Wrexham,2020-01-15,0,0
2681,Wrexham,2020-01-14,0,0
2682,Wrexham,2020-01-13,0,0
2683,Wrexham,2020-01-12,0,0
2684,Wrexham,2020-01-11,0,0
2685,Wrexham,2020-01-10,0,0
2686,Wrexham,2020-01-09,0,0
2687,Wrexham,2020-01-08,0,0
