,Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
1645,Newport,2020-02-11,0,0,0.0,0,0
1646,Newport,2020-02-10,0,0,0.0,0,0
1647,Newport,2020-02-09,0,0,0.0,0,0
1648,Newport,2020-02-08,0,0,0.0,0,0
1649,Newport,2020-02-07,0,0,0.0,0,0
1650,Newport,2020-02-06,0,0,0.0,0,0
1651,Newport,2020-02-05,0,0,0.0,0,0
1652,Newport,2020-02-04,0,0,0.0,0,0
1653,Newport,2020-02-03,0,0,0.0,0,0
1654,Newport,2020-02-02,0,0,0.0,0,0
1655,Newport,2020-02-01,0,0,0.0,0,0
1656,Newport,2020-01-31,0,0,0.0,0,0
1657,Newport,2020-01-30,0,0,0.0,0,0
1658,Newport,2020-01-29,0,0,0.0,0,0
1659,Newport,2020-01-28,0,0,0.0,0,0
1660,Newport,2020-01-27,0,0,0.0,0,0
1661,Newport,2020-01-26,0,0,0.0,0,0
1662,Newport,2020-01-25,0,0,0.0,0,0
1663,Newport,2020-01-24,0,0,0.0,0,0
1664,Newport,2020-01-23,0,0,0.0,0,0
1665,Newport,2020-01-22,0,0,0.0,0,0
1666,Newport,2020-01-21,0,0,0.0,0,0
1667,Newport,2020-01-20,0,0,0.0,0,0
1668,Newport,2020-01-19,0,0,0.0,0,0
1669,Newport,2020-01-18,0,0,0.0,0,0
1670,Newport,2020-01-17,0,0,0.0,0,0
1671,Newport,2020-01-16,0,0,0.0,0,0
1672,Newport,2020-01-15,0,0,0.0,0,0
1673,Newport,2020-01-14,0,0,0.0,0,0
1674,Newport,2020-01-13,0,0,0.0,0,0
1675,Newport,2020-01-12,0,0,0.0,0,0
1676,Newport,2020-01-11,0,0,0.0,0,0
1677,Newport,2020-01-10,0,0,0.0,0,0
1678,Newport,2020-01-09,0,0,0.0,0,0
1679,Newport,2020-01-08,0,0,0.0,0,0
1680,Outside Wales,2020-04-28,0,83,,0,311
1681,Outside Wales,2020-04-27,0,83,,1,311
1682,Outside Wales,2020-04-26,0,83,,1,310
1683,Outside Wales,2020-04-25,1,83,,6,309
1684,Outside Wales,2020-04-24,3,82,,7,303
1685,Outside Wales,2020-04-23,2,79,,5,296
1686,Outside Wales,2020-04-22,1,77,,11,291
1687,Outside Wales,2020-04-21,5,76,,10,280
1688,Outside Wales,2020-04-20,5,71,,11,270
1689,Outside Wales,2020-04-19,0,66,,3,259
1690,Outside Wales,2020-04-18,1,66,,9,256
1691,Outside Wales,2020-04-17,1,65,,5,247
1692,Outside Wales,2020-04-16,4,64,,7,242
1693,Outside Wales,2020-04-15,3,60,,11,235
1694,Outside Wales,2020-04-14,2,57,,4,224
1695,Outside Wales,2020-04-13,3,55,,6,220
1696,Outside Wales,2020-04-12,1,52,,5,214
1697,Outside Wales,2020-04-11,3,51,,5,209
1698,Outside Wales,2020-04-10,2,48,,6,204
1699,Outside Wales,2020-04-09,0,46,,10,198
1700,Outside Wales,2020-04-08,2,46,,12,188
1701,Outside Wales,2020-04-07,8,44,,21,176
1702,Outside Wales,2020-04-06,3,36,,9,155
1703,Outside Wales,2020-04-05,1,33,,3,146
1704,Outside Wales,2020-04-04,0,32,,3,143
1705,Outside Wales,2020-04-03,1,32,,7,140
1706,Outside Wales,2020-04-02,2,31,,9,133
1707,Outside Wales,2020-04-01,4,29,,9,124
1708,Outside Wales,2020-03-31,4,25,,12,115
1709,Outside Wales,2020-03-30,5,21,,15,103
1710,Outside Wales,2020-03-29,2,16,,6,88
1711,Outside Wales,2020-03-28,1,14,,4,82
1712,Outside Wales,2020-03-27,3,13,,16,78
1713,Outside Wales,2020-03-26,2,10,,4,62
1714,Outside Wales,2020-03-25,2,8,,9,58
1715,Outside Wales,2020-03-24,1,6,,10,49
1716,Outside Wales,2020-03-23,2,5,,16,39
1717,Outside Wales,2020-03-22,0,3,,2,23
1718,Outside Wales,2020-03-21,0,3,,6,21
1719,Outside Wales,2020-03-20,1,3,,5,15
1720,Outside Wales,2020-03-19,0,2,,3,10
1721,Outside Wales,2020-03-18,0,2,,2,7
1722,Outside Wales,2020-03-17,2,2,,4,5
1723,Outside Wales,2020-03-16,0,0,,1,1
1724,Outside Wales,2020-03-15,0,0,,0,0
1725,Outside Wales,2020-03-14,0,0,,0,0
1726,Outside Wales,2020-03-13,0,0,,0,0
1727,Outside Wales,2020-03-12,0,0,,0,0
1728,Outside Wales,2020-03-11,0,0,,0,0
1729,Outside Wales,2020-03-10,0,0,,0,0
1730,Outside Wales,2020-03-09,0,0,,0,0
1731,Outside Wales,2020-03-08,0,0,,0,0
1732,Outside Wales,2020-03-07,0,0,,0,0
1733,Outside Wales,2020-03-06,0,0,,0,0
1734,Outside Wales,2020-03-05,0,0,,0,0
1735,Outside Wales,2020-03-04,0,0,,0,0
1736,Outside Wales,2020-03-03,0,0,,0,0
1737,Outside Wales,2020-03-02,0,0,,0,0
1738,Outside Wales,2020-03-01,0,0,,0,0
1739,Outside Wales,2020-02-29,0,0,,0,0
1740,Outside Wales,2020-02-28,0,0,,0,0
1741,Outside Wales,2020-02-27,0,0,,0,0
1742,Outside Wales,2020-02-26,0,0,,0,0
1743,Outside Wales,2020-02-25,0,0,,0,0
1744,Outside Wales,2020-02-24,0,0,,0,0
1745,Outside Wales,2020-02-23,0,0,,0,0
1746,Outside Wales,2020-02-22,0,0,,0,0
1747,Outside Wales,2020-02-21,0,0,,0,0
1748,Outside Wales,2020-02-20,0,0,,0,0
1749,Outside Wales,2020-02-19,0,0,,0,0
1750,Outside Wales,2020-02-18,0,0,,0,0
1751,Outside Wales,2020-02-17,0,0,,0,0
1752,Outside Wales,2020-02-16,0,0,,0,0
1753,Outside Wales,2020-02-15,0,0,,0,0
1754,Outside Wales,2020-02-14,0,0,,0,0
1755,Outside Wales,2020-02-13,0,0,,0,0
1756,Outside Wales,2020-02-12,0,0,,0,0
1757,Outside Wales,2020-02-11,0,0,,0,0
1758,Outside Wales,2020-02-10,0,0,,0,0
1759,Outside Wales,2020-02-09,0,0,,0,0
1760,Outside Wales,2020-02-08,0,0,,0,0
1761,Outside Wales,2020-02-07,0,0,,0,0
1762,Outside Wales,2020-02-06,0,0,,0,0
1763,Outside Wales,2020-02-05,0,0,,0,0
1764,Outside Wales,2020-02-04,0,0,,0,0
1765,Outside Wales,2020-02-03,0,0,,0,0
1766,Outside Wales,2020-02-02,0,0,,0,0
1767,Outside Wales,2020-02-01,0,0,,0,0
1768,Outside Wales,2020-01-31,0,0,,0,0
1769,Outside Wales,2020-01-30,0,0,,0,0
1770,Outside Wales,2020-01-29,0,0,,0,0
1771,Outside Wales,2020-01-28,0,0,,0,0
1772,Outside Wales,2020-01-27,0,0,,0,0
1773,Outside Wales,2020-01-26,0,0,,0,0
1774,Outside Wales,2020-01-25,0,0,,0,0
1775,Outside Wales,2020-01-24,0,0,,0,0
1776,Outside Wales,2020-01-23,0,0,,0,0
1777,Outside Wales,2020-01-22,0,0,,0,0
1778,Outside Wales,2020-01-21,0,0,,0,0
1779,Outside Wales,2020-01-20,0,0,,0,0
1780,Outside Wales,2020-01-19,0,0,,0,0
1781,Outside Wales,2020-01-18,0,0,,0,0
1782,Outside Wales,2020-01-17,0,0,,0,0
1783,Outside Wales,2020-01-16,0,0,,0,0
1784,Outside Wales,2020-01-15,0,0,,0,0
1785,Outside Wales,2020-01-14,0,0,,0,0
1786,Outside Wales,2020-01-13,0,0,,0,0
1787,Outside Wales,2020-01-12,0,0,,0,0
1788,Outside Wales,2020-01-11,0,0,,0,0
1789,Outside Wales,2020-01-10,0,0,,0,0
1790,Outside Wales,2020-01-09,0,0,,0,0
1791,Outside Wales,2020-01-08,0,0,,0,0
1792,Pembrokeshire,2020-04-28,0,206,164.70000000000002,0,904
1793,Pembrokeshire,2020-04-27,0,206,164.70000000000002,0,904
1794,Pembrokeshire,2020-04-26,3,206,164.70000000000002,15,904
1795,Pembrokeshire,2020-04-25,4,203,162.3,21,889
1796,Pembrokeshire,2020-04-24,3,199,159.10000000000002,31,868
1797,Pembrokeshire,2020-04-23,5,196,156.70000000000002,36,837
1798,Pembrokeshire,2020-04-22,9,191,152.70000000000002,34,801
1799,Pembrokeshire,2020-04-21,7,182,145.5,37,767
1800,Pembrokeshire,2020-04-20,8,175,139.9,25,730
1801,Pembrokeshire,2020-04-19,2,167,133.5,30,705
1802,Pembrokeshire,2020-04-18,3,165,131.9,22,675
1803,Pembrokeshire,2020-04-17,9,162,129.5,37,653
1804,Pembrokeshire,2020-04-16,7,153,122.30000000000001,35,616
1805,Pembrokeshire,2020-04-15,9,146,116.7,40,581
1806,Pembrokeshire,2020-04-14,5,137,109.60000000000001,18,541
1807,Pembrokeshire,2020-04-13,3,132,105.60000000000001,14,523
1808,Pembrokeshire,2020-04-12,1,129,103.2,13,509
1809,Pembrokeshire,2020-04-11,14,128,102.4,35,496
1810,Pembrokeshire,2020-04-10,15,114,91.2,31,461
1811,Pembrokeshire,2020-04-09,13,99,79.2,25,430
1812,Pembrokeshire,2020-04-08,4,86,68.8,17,405
1813,Pembrokeshire,2020-04-07,6,82,65.60000000000001,20,388
1814,Pembrokeshire,2020-04-06,13,76,60.800000000000004,27,368
1815,Pembrokeshire,2020-04-05,10,63,50.400000000000006,25,341
1816,Pembrokeshire,2020-04-04,4,53,42.400000000000006,13,316
1817,Pembrokeshire,2020-04-03,9,49,39.2,19,303
1818,Pembrokeshire,2020-04-02,6,40,32.0,12,284
1819,Pembrokeshire,2020-04-01,3,34,27.200000000000003,25,272
1820,Pembrokeshire,2020-03-31,4,31,24.8,20,247
1821,Pembrokeshire,2020-03-30,5,27,21.6,15,227
1822,Pembrokeshire,2020-03-29,1,22,17.6,20,212
1823,Pembrokeshire,2020-03-28,2,21,16.8,10,192
1824,Pembrokeshire,2020-03-27,3,19,15.200000000000001,12,182
1825,Pembrokeshire,2020-03-26,3,16,12.8,20,170
1826,Pembrokeshire,2020-03-25,4,13,10.4,14,150
1827,Pembrokeshire,2020-03-24,0,9,7.2,14,136
1828,Pembrokeshire,2020-03-23,3,9,7.2,12,122
1829,Pembrokeshire,2020-03-22,2,6,4.800000000000001,20,110
1830,Pembrokeshire,2020-03-21,2,4,3.2,14,90
1831,Pembrokeshire,2020-03-20,0,2,1.6,11,76
1832,Pembrokeshire,2020-03-19,0,2,1.6,11,65
1833,Pembrokeshire,2020-03-18,0,2,1.6,5,54
1834,Pembrokeshire,2020-03-17,2,2,1.6,47,49
1835,Pembrokeshire,2020-03-16,0,0,0.0,2,2
1836,Pembrokeshire,2020-03-15,0,0,0.0,0,0
1837,Pembrokeshire,2020-03-14,0,0,0.0,0,0
1838,Pembrokeshire,2020-03-13,0,0,0.0,0,0
1839,Pembrokeshire,2020-03-12,0,0,0.0,0,0
1840,Pembrokeshire,2020-03-11,0,0,0.0,0,0
1841,Pembrokeshire,2020-03-10,0,0,0.0,0,0
1842,Pembrokeshire,2020-03-09,0,0,0.0,0,0
1843,Pembrokeshire,2020-03-08,0,0,0.0,0,0
1844,Pembrokeshire,2020-03-07,0,0,0.0,0,0
1845,Pembrokeshire,2020-03-06,0,0,0.0,0,0
1846,Pembrokeshire,2020-03-05,0,0,0.0,0,0
1847,Pembrokeshire,2020-03-04,0,0,0.0,0,0
1848,Pembrokeshire,2020-03-03,0,0,0.0,0,0
1849,Pembrokeshire,2020-03-02,0,0,0.0,0,0
1850,Pembrokeshire,2020-03-01,0,0,0.0,0,0
1851,Pembrokeshire,2020-02-29,0,0,0.0,0,0
1852,Pembrokeshire,2020-02-28,0,0,0.0,0,0
1853,Pembrokeshire,2020-02-27,0,0,0.0,0,0
1854,Pembrokeshire,2020-02-26,0,0,0.0,0,0
1855,Pembrokeshire,2020-02-25,0,0,0.0,0,0
1856,Pembrokeshire,2020-02-24,0,0,0.0,0,0
1857,Pembrokeshire,2020-02-23,0,0,0.0,0,0
1858,Pembrokeshire,2020-02-22,0,0,0.0,0,0
1859,Pembrokeshire,2020-02-21,0,0,0.0,0,0
1860,Pembrokeshire,2020-02-20,0,0,0.0,0,0
1861,Pembrokeshire,2020-02-19,0,0,0.0,0,0
1862,Pembrokeshire,2020-02-18,0,0,0.0,0,0
1863,Pembrokeshire,2020-02-17,0,0,0.0,0,0
1864,Pembrokeshire,2020-02-16,0,0,0.0,0,0
1865,Pembrokeshire,2020-02-15,0,0,0.0,0,0
1866,Pembrokeshire,2020-02-14,0,0,0.0,0,0
1867,Pembrokeshire,2020-02-13,0,0,0.0,0,0
1868,Pembrokeshire,2020-02-12,0,0,0.0,0,0
1869,Pembrokeshire,2020-02-11,0,0,0.0,0,0
1870,Pembrokeshire,2020-02-10,0,0,0.0,0,0
1871,Pembrokeshire,2020-02-09,0,0,0.0,0,0
1872,Pembrokeshire,2020-02-08,0,0,0.0,0,0
1873,Pembrokeshire,2020-02-07,0,0,0.0,0,0
1874,Pembrokeshire,2020-02-06,0,0,0.0,0,0
1875,Pembrokeshire,2020-02-05,0,0,0.0,0,0
1876,Pembrokeshire,2020-02-04,0,0,0.0,0,0
1877,Pembrokeshire,2020-02-03,0,0,0.0,0,0
1878,Pembrokeshire,2020-02-02,0,0,0.0,0,0
1879,Pembrokeshire,2020-02-01,0,0,0.0,0,0
1880,Pembrokeshire,2020-01-31,0,0,0.0,0,0
1881,Pembrokeshire,2020-01-30,0,0,0.0,0,0
1882,Pembrokeshire,2020-01-29,0,0,0.0,0,0
1883,Pembrokeshire,2020-01-28,0,0,0.0,0,0
1884,Pembrokeshire,2020-01-27,0,0,0.0,0,0
1885,Pembrokeshire,2020-01-26,0,0,0.0,0,0
1886,Pembrokeshire,2020-01-25,0,0,0.0,0,0
1887,Pembrokeshire,2020-01-24,0,0,0.0,0,0
1888,Pembrokeshire,2020-01-23,0,0,0.0,0,0
1889,Pembrokeshire,2020-01-22,0,0,0.0,0,0
1890,Pembrokeshire,2020-01-21,0,0,0.0,0,0
1891,Pembrokeshire,2020-01-20,0,0,0.0,0,0
1892,Pembrokeshire,2020-01-19,0,0,0.0,0,0
1893,Pembrokeshire,2020-01-18,0,0,0.0,0,0
1894,Pembrokeshire,2020-01-17,0,0,0.0,0,0
1895,Pembrokeshire,2020-01-16,0,0,0.0,0,0
1896,Pembrokeshire,2020-01-15,0,0,0.0,0,0
1897,Pembrokeshire,2020-01-14,0,0,0.0,0,0
1898,Pembrokeshire,2020-01-13,0,0,0.0,0,0
1899,Pembrokeshire,2020-01-12,0,0,0.0,0,0
1900,Pembrokeshire,2020-01-11,0,0,0.0,0,0
1901,Pembrokeshire,2020-01-10,0,0,0.0,0,0
1902,Pembrokeshire,2020-01-09,0,0,0.0,0,0
1903,Pembrokeshire,2020-01-08,0,0,0.0,0,0
1904,Powys,2020-04-28,0,166,125.30000000000001,1,591
1905,Powys,2020-04-27,1,166,125.30000000000001,1,590
1906,Powys,2020-04-26,1,165,124.60000000000001,1,589
1907,Powys,2020-04-25,2,164,123.80000000000001,17,588
1908,Powys,2020-04-24,3,162,122.30000000000001,16,571
1909,Powys,2020-04-23,3,159,120.0,18,555
1910,Powys,2020-04-22,3,156,117.80000000000001,18,537
1911,Powys,2020-04-21,7,153,115.5,18,519
1912,Powys,2020-04-20,3,146,110.2,25,501
1913,Powys,2020-04-19,3,143,108.0,11,476
1914,Powys,2020-04-18,14,140,105.7,27,465
1915,Powys,2020-04-17,3,126,95.10000000000001,8,438
1916,Powys,2020-04-16,2,123,92.9,9,430
1917,Powys,2020-04-15,6,121,91.4,18,421
1918,Powys,2020-04-14,8,115,86.80000000000001,15,403
1919,Powys,2020-04-13,10,107,80.80000000000001,18,388
1920,Powys,2020-04-12,2,97,73.2,6,370
1921,Powys,2020-04-11,3,95,71.7,10,364
1922,Powys,2020-04-10,8,92,69.5,16,354
1923,Powys,2020-04-09,11,84,63.400000000000006,27,338
1924,Powys,2020-04-08,4,73,55.1,15,311
1925,Powys,2020-04-07,4,69,52.1,14,296
1926,Powys,2020-04-06,5,65,49.1,16,282
1927,Powys,2020-04-05,5,60,45.300000000000004,11,266
1928,Powys,2020-04-04,7,55,41.5,19,255
1929,Powys,2020-04-03,1,48,36.2,15,236
1930,Powys,2020-04-02,2,47,35.5,12,221
1931,Powys,2020-04-01,6,45,34.0,11,209
1932,Powys,2020-03-31,4,39,29.400000000000002,22,198
1933,Powys,2020-03-30,10,35,26.400000000000002,25,176
1934,Powys,2020-03-29,3,25,18.900000000000002,5,151
1935,Powys,2020-03-28,1,22,16.6,5,146
1936,Powys,2020-03-27,1,21,15.9,12,141
1937,Powys,2020-03-26,2,20,15.100000000000001,21,129
1938,Powys,2020-03-25,2,18,13.600000000000001,13,108
1939,Powys,2020-03-24,2,16,12.100000000000001,11,95
1940,Powys,2020-03-23,2,14,10.600000000000001,20,84
1941,Powys,2020-03-22,0,12,9.1,3,64
1942,Powys,2020-03-21,0,12,9.1,4,61
1943,Powys,2020-03-20,2,12,9.1,15,57
1944,Powys,2020-03-19,0,10,7.6000000000000005,3,42
1945,Powys,2020-03-18,0,10,7.6000000000000005,2,39
1946,Powys,2020-03-17,8,10,7.6000000000000005,35,37
1947,Powys,2020-03-16,0,2,1.5,0,2
1948,Powys,2020-03-15,0,2,1.5,0,2
1949,Powys,2020-03-14,0,2,1.5,0,2
1950,Powys,2020-03-13,0,2,1.5,0,2
1951,Powys,2020-03-12,1,2,1.5,1,2
1952,Powys,2020-03-11,0,1,0.8,0,1
1953,Powys,2020-03-10,0,1,0.8,0,1
1954,Powys,2020-03-09,0,1,0.8,0,1
1955,Powys,2020-03-08,0,1,0.8,0,1
1956,Powys,2020-03-07,0,1,0.8,0,1
1957,Powys,2020-03-06,0,1,0.8,0,1
1958,Powys,2020-03-05,0,1,0.8,0,1
1959,Powys,2020-03-04,0,1,0.8,0,1
1960,Powys,2020-03-03,0,1,0.8,0,1
1961,Powys,2020-03-02,0,1,0.8,0,1
1962,Powys,2020-03-01,0,1,0.8,0,1
1963,Powys,2020-02-29,0,1,0.8,0,1
1964,Powys,2020-02-28,0,1,0.8,0,1
1965,Powys,2020-02-27,0,1,0.8,0,1
1966,Powys,2020-02-26,0,1,0.8,0,1
1967,Powys,2020-02-25,0,1,0.8,0,1
1968,Powys,2020-02-24,0,1,0.8,0,1
1969,Powys,2020-02-23,1,1,0.8,1,1
1970,Powys,2020-02-22,0,0,0.0,0,0
1971,Powys,2020-02-21,0,0,0.0,0,0
1972,Powys,2020-02-20,0,0,0.0,0,0
1973,Powys,2020-02-19,0,0,0.0,0,0
1974,Powys,2020-02-18,0,0,0.0,0,0
1975,Powys,2020-02-17,0,0,0.0,0,0
1976,Powys,2020-02-16,0,0,0.0,0,0
1977,Powys,2020-02-15,0,0,0.0,0,0
1978,Powys,2020-02-14,0,0,0.0,0,0
1979,Powys,2020-02-13,0,0,0.0,0,0
1980,Powys,2020-02-12,0,0,0.0,0,0
1981,Powys,2020-02-11,0,0,0.0,0,0
1982,Powys,2020-02-10,0,0,0.0,0,0
1983,Powys,2020-02-09,0,0,0.0,0,0
1984,Powys,2020-02-08,0,0,0.0,0,0
1985,Powys,2020-02-07,0,0,0.0,0,0
1986,Powys,2020-02-06,0,0,0.0,0,0
1987,Powys,2020-02-05,0,0,0.0,0,0
1988,Powys,2020-02-04,0,0,0.0,0,0
1989,Powys,2020-02-03,0,0,0.0,0,0
1990,Powys,2020-02-02,0,0,0.0,0,0
1991,Powys,2020-02-01,0,0,0.0,0,0
1992,Powys,2020-01-31,0,0,0.0,0,0
1993,Powys,2020-01-30,0,0,0.0,0,0
1994,Powys,2020-01-29,0,0,0.0,0,0
1995,Powys,2020-01-28,0,0,0.0,0,0
1996,Powys,2020-01-27,0,0,0.0,0,0
1997,Powys,2020-01-26,0,0,0.0,0,0
1998,Powys,2020-01-25,0,0,0.0,0,0
1999,Powys,2020-01-24,0,0,0.0,0,0
2000,Powys,2020-01-23,0,0,0.0,0,0
2001,Powys,2020-01-22,0,0,0.0,0,0
2002,Powys,2020-01-21,0,0,0.0,0,0
2003,Powys,2020-01-20,0,0,0.0,0,0
2004,Powys,2020-01-19,0,0,0.0,0,0
2005,Powys,2020-01-18,0,0,0.0,0,0
2006,Powys,2020-01-17,0,0,0.0,0,0
2007,Powys,2020-01-16,0,0,0.0,0,0
2008,Powys,2020-01-15,0,0,0.0,0,0
2009,Powys,2020-01-14,0,0,0.0,0,0
2010,Powys,2020-01-13,0,0,0.0,0,0
2011,Powys,2020-01-12,0,0,0.0,0,0
2012,Powys,2020-01-11,0,0,0.0,0,0
2013,Powys,2020-01-10,0,0,0.0,0,0
2014,Powys,2020-01-09,0,0,0.0,0,0
2015,Powys,2020-01-08,0,0,0.0,0,0
2016,Rhondda Cynon Taf,2020-04-28,0,1060,441.40000000000003,0,2787
2017,Rhondda Cynon Taf,2020-04-27,1,1060,441.40000000000003,3,2787
2018,Rhondda Cynon Taf,2020-04-26,8,1059,441.0,36,2784
2019,Rhondda Cynon Taf,2020-04-25,14,1051,437.70000000000005,94,2748
2020,Rhondda Cynon Taf,2020-04-24,33,1037,431.8,139,2654
2021,Rhondda Cynon Taf,2020-04-23,21,1004,418.1,91,2515
2022,Rhondda Cynon Taf,2020-04-22,42,983,409.40000000000003,98,2424
2023,Rhondda Cynon Taf,2020-04-21,29,941,391.90000000000003,85,2326
2024,Rhondda Cynon Taf,2020-04-20,34,912,379.8,81,2241
2025,Rhondda Cynon Taf,2020-04-19,23,878,365.6,61,2160
2026,Rhondda Cynon Taf,2020-04-18,22,855,356.1,72,2099
2027,Rhondda Cynon Taf,2020-04-17,43,833,346.90000000000003,106,2027
2028,Rhondda Cynon Taf,2020-04-16,57,790,329.0,131,1921
2029,Rhondda Cynon Taf,2020-04-15,46,733,305.3,92,1790
2030,Rhondda Cynon Taf,2020-04-14,28,687,286.1,55,1698
2031,Rhondda Cynon Taf,2020-04-13,31,659,274.40000000000003,76,1643
2032,Rhondda Cynon Taf,2020-04-12,21,628,261.5,51,1567
2033,Rhondda Cynon Taf,2020-04-11,34,607,252.8,69,1516
2034,Rhondda Cynon Taf,2020-04-10,32,573,238.60000000000002,66,1447
2035,Rhondda Cynon Taf,2020-04-09,42,541,225.3,95,1381
2036,Rhondda Cynon Taf,2020-04-08,49,499,207.8,91,1286
2037,Rhondda Cynon Taf,2020-04-07,43,450,187.4,96,1195
2038,Rhondda Cynon Taf,2020-04-06,38,407,169.5,67,1099
2039,Rhondda Cynon Taf,2020-04-05,22,369,153.70000000000002,53,1032
2040,Rhondda Cynon Taf,2020-04-04,32,347,144.5,55,979
2041,Rhondda Cynon Taf,2020-04-03,42,315,131.20000000000002,67,924
2042,Rhondda Cynon Taf,2020-04-02,38,273,113.7,69,857
2043,Rhondda Cynon Taf,2020-04-01,40,235,97.9,97,788
2044,Rhondda Cynon Taf,2020-03-31,27,195,81.2,60,691
2045,Rhondda Cynon Taf,2020-03-30,37,168,70.0,90,631
2046,Rhondda Cynon Taf,2020-03-29,16,131,54.6,41,541
2047,Rhondda Cynon Taf,2020-03-28,14,115,47.900000000000006,37,500
2048,Rhondda Cynon Taf,2020-03-27,37,101,42.1,78,463
2049,Rhondda Cynon Taf,2020-03-26,17,64,26.700000000000003,57,385
2050,Rhondda Cynon Taf,2020-03-25,13,47,19.6,62,328
2051,Rhondda Cynon Taf,2020-03-24,11,34,14.200000000000001,59,266
2052,Rhondda Cynon Taf,2020-03-23,6,23,9.600000000000001,29,207
2053,Rhondda Cynon Taf,2020-03-22,5,17,7.1000000000000005,32,178
2054,Rhondda Cynon Taf,2020-03-21,1,12,5.0,39,146
2055,Rhondda Cynon Taf,2020-03-20,6,11,4.6000000000000005,20,107
2056,Rhondda Cynon Taf,2020-03-19,1,5,2.1,21,87
2057,Rhondda Cynon Taf,2020-03-18,0,4,1.7000000000000002,5,66
2058,Rhondda Cynon Taf,2020-03-17,2,4,1.7000000000000002,55,61
2059,Rhondda Cynon Taf,2020-03-16,0,2,0.8,1,6
2060,Rhondda Cynon Taf,2020-03-15,0,2,0.8,0,5
2061,Rhondda Cynon Taf,2020-03-14,0,2,0.8,0,5
2062,Rhondda Cynon Taf,2020-03-13,0,2,0.8,0,5
2063,Rhondda Cynon Taf,2020-03-12,0,2,0.8,0,5
2064,Rhondda Cynon Taf,2020-03-11,0,2,0.8,1,5
2065,Rhondda Cynon Taf,2020-03-10,0,2,0.8,0,4
2066,Rhondda Cynon Taf,2020-03-09,0,2,0.8,0,4
2067,Rhondda Cynon Taf,2020-03-08,0,2,0.8,0,4
2068,Rhondda Cynon Taf,2020-03-07,0,2,0.8,0,4
2069,Rhondda Cynon Taf,2020-03-06,0,2,0.8,0,4
2070,Rhondda Cynon Taf,2020-03-05,0,2,0.8,0,4
2071,Rhondda Cynon Taf,2020-03-04,0,2,0.8,0,4
2072,Rhondda Cynon Taf,2020-03-03,0,2,0.8,0,4
2073,Rhondda Cynon Taf,2020-03-02,1,2,0.8,1,4
2074,Rhondda Cynon Taf,2020-03-01,0,1,0.4,0,3
2075,Rhondda Cynon Taf,2020-02-29,0,1,0.4,0,3
2076,Rhondda Cynon Taf,2020-02-28,0,1,0.4,0,3
2077,Rhondda Cynon Taf,2020-02-27,0,1,0.4,0,3
2078,Rhondda Cynon Taf,2020-02-26,0,1,0.4,0,3
2079,Rhondda Cynon Taf,2020-02-25,0,1,0.4,0,3
2080,Rhondda Cynon Taf,2020-02-24,0,1,0.4,0,3
2081,Rhondda Cynon Taf,2020-02-23,0,1,0.4,1,3
2082,Rhondda Cynon Taf,2020-02-22,0,1,0.4,0,2
2083,Rhondda Cynon Taf,2020-02-21,0,1,0.4,0,2
2084,Rhondda Cynon Taf,2020-02-20,0,1,0.4,0,2
2085,Rhondda Cynon Taf,2020-02-19,0,1,0.4,0,2
2086,Rhondda Cynon Taf,2020-02-18,0,1,0.4,0,2
2087,Rhondda Cynon Taf,2020-02-17,0,1,0.4,0,2
2088,Rhondda Cynon Taf,2020-02-16,0,1,0.4,0,2
2089,Rhondda Cynon Taf,2020-02-15,0,1,0.4,0,2
2090,Rhondda Cynon Taf,2020-02-14,0,1,0.4,0,2
2091,Rhondda Cynon Taf,2020-02-13,0,1,0.4,0,2
2092,Rhondda Cynon Taf,2020-02-12,0,1,0.4,0,2
2093,Rhondda Cynon Taf,2020-02-11,0,1,0.4,0,2
2094,Rhondda Cynon Taf,2020-02-10,0,1,0.4,0,2
2095,Rhondda Cynon Taf,2020-02-09,0,1,0.4,0,2
2096,Rhondda Cynon Taf,2020-02-08,0,1,0.4,0,2
2097,Rhondda Cynon Taf,2020-02-07,0,1,0.4,0,2
2098,Rhondda Cynon Taf,2020-02-06,0,1,0.4,0,2
2099,Rhondda Cynon Taf,2020-02-05,0,1,0.4,0,2
2100,Rhondda Cynon Taf,2020-02-04,0,1,0.4,0,2
2101,Rhondda Cynon Taf,2020-02-03,0,1,0.4,0,2
2102,Rhondda Cynon Taf,2020-02-02,0,1,0.4,0,2
2103,Rhondda Cynon Taf,2020-02-01,0,1,0.4,1,2
2104,Rhondda Cynon Taf,2020-01-31,0,1,0.4,0,1
2105,Rhondda Cynon Taf,2020-01-30,0,1,0.4,0,1
2106,Rhondda Cynon Taf,2020-01-29,0,1,0.4,0,1
2107,Rhondda Cynon Taf,2020-01-28,0,1,0.4,0,1
2108,Rhondda Cynon Taf,2020-01-27,0,1,0.4,0,1
2109,Rhondda Cynon Taf,2020-01-26,0,1,0.4,0,1
2110,Rhondda Cynon Taf,2020-01-25,0,1,0.4,0,1
2111,Rhondda Cynon Taf,2020-01-24,0,1,0.4,0,1
2112,Rhondda Cynon Taf,2020-01-23,0,1,0.4,0,1
2113,Rhondda Cynon Taf,2020-01-22,1,1,0.4,1,1
2114,Rhondda Cynon Taf,2020-01-21,0,0,0.0,0,0
